timestamp,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,label
0,0.169,9.079,-12.486,-263.609,11443.924,-12682.584,0
20,0.115,9.094,-12.483,-263.606,11444.116,-12682.848,0
41,0.093,9.194,-12.483,-263.605,11444.31,-12683.11,0
62,0.088,9.095,-12.557,-263.603,11444.5,-12683.374,0
83,0.116,9.06,-12.643,-263.6,11444.69,-12683.64,0
104,0.155,9.097,-12.574,-263.597,11444.882,-12683.904,0
125,0.076,9.149,-12.509,-263.595,11445.074,-12684.166,0
146,0.16,9.153,-12.566,-263.592,11445.268,-12684.432,0
166,0.236,9.153,-12.59,-263.587,11445.46,-12684.696,0
187,0.219,9.109,-12.596,-263.582,11445.65,-12684.96,0
208,0.095,9.086,-12.531,-263.58,11445.842,-12685.224,0
229,-0.016,9.131,-12.522,-263.581,11446.034,-12685.488,0
250,0.04,9.15,-12.556,-263.58,11446.228,-12685.752,0
271,0.12,9.058,-12.589,-263.577,11446.418,-12686.016,0
291,0.237,9.104,-12.557,-263.572,11446.608,-12686.28,0
312,0.23,9.123,-12.483,-263.568,11446.8,-12686.542,0
333,-0.031,9.113,-12.577,-263.568,11446.992,-12686.808,0
354,0.054,9.17,-12.652,-263.567,11447.184,-12687.072,0
375,0.213,9.152,-12.597,-263.563,11447.376,-12687.338,0
396,0.233,9.127,-12.566,-263.558,11447.568,-12687.602,0
416,0.09,9.147,-12.537,-263.556,11447.762,-12687.866,0
437,0.105,9.166,-12.531,-263.554,11447.954,-12688.13,0
458,0.121,9.142,-12.533,-263.551,11448.146,-12688.394,0
479,0.149,9.079,-12.52,-263.548,11448.336,-12688.656,0
500,0.144,9.104,-12.542,-263.545,11448.528,-12688.92,0
521,0.216,9.064,-12.583,-263.54,11448.718,-12689.186,0
541,0.108,9.121,-12.488,-263.538,11448.91,-12689.448,0
562,0.111,9.085,-12.529,-263.536,11449.102,-12689.712,0
583,0.114,9.075,-12.576,-263.533,11449.292,-12689.976,0
604,0.17,9.083,-12.576,-263.53,11449.482,-12690.24,0
625,0.26,9.097,-12.574,-263.524,11449.674,-12690.506,0
646,0.272,9.162,-12.515,-263.519,11449.866,-12690.768,0
667,0.154,9.2,-12.477,-263.515,11450.06,-12691.03,0
688,0.081,9.14,-12.54,-263.514,11450.254,-12691.296,0
708,0.097,9.086,-12.625,-263.512,11450.444,-12691.562,0
729,0.233,9.118,-12.615,-263.507,11450.636,-12691.826,0
750,0.252,9.141,-12.521,-263.501,11450.828,-12692.09,0
771,0.12,9.134,-12.514,-263.499,11451.022,-12692.354,0
792,0.063,9.149,-12.5,-263.498,11451.214,-12692.616,0
813,0.061,9.049,-12.512,-263.496,11451.404,-12692.878,0
834,0.164,9.106,-12.481,-263.493,11451.596,-12693.142,0
855,0.193,9.128,-12.472,-263.489,11451.788,-12693.406,0
875,0.197,9.179,-12.509,-263.485,11451.982,-12693.668,0
896,0.143,9.136,-12.548,-263.482,11452.174,-12693.932,0
917,0.1,9.033,-12.672,-263.479,11452.364,-12694.198,0
938,0.183,9.124,-12.679,-263.476,11452.556,-12694.466,0
959,0.34,9.155,-12.572,-263.468,11452.748,-12694.73,0
979,0.237,9.094,-12.524,-263.463,11452.938,-12694.994,0
1000,0.104,9.049,-12.562,-263.461,11453.13,-12695.26,0
1021,0.075,9.113,-12.566,-263.46,11453.322,-12695.524,0
1042,0.148,9.133,-12.552,-263.457,11453.514,-12695.788,0
1063,0.24,9.048,-12.576,-263.452,11453.704,-12696.052,0
1084,0.235,9.097,-12.548,-263.447,11453.896,-12696.316,0
1105,0.163,9.123,-12.525,-263.443,11454.088,-12696.58,1
1126,0.106,9.151,-12.51,-263.441,11454.28,-12696.842,1
1146,0.131,9.17,-12.434,-263.438,11454.474,-12697.104,1
1167,0.176,9.075,-12.477,-263.434,11454.664,-12697.368,1
1188,0.229,9.144,-12.607,-263.43,11454.856,-12697.632,1
1209,0.301,9.209,-12.56,-263.423,11455.05,-12697.896,1
1230,0.173,9.189,-12.522,-263.42,11455.242,-12698.16,1
1251,0.091,9.111,-12.535,-263.418,11455.434,-12698.424,1
1272,0.196,9.123,-12.556,-263.414,11455.626,-12698.688,1
1292,0.264,9.179,-12.535,-263.408,11455.818,-12698.952,1
1313,0.212,9.152,-12.491,-263.404,11456.012,-12699.214,1
1334,0.157,9.063,-12.515,-263.4,11456.202,-12699.478,1
1355,0.102,9.072,-12.539,-263.398,11456.392,-12699.74,1
1376,0.149,9.135,-12.49,-263.395,11456.584,-12700.004,1
1397,0.197,9.097,-12.465,-263.391,11456.776,-12700.266,1
1418,0.108,9.091,-12.606,-263.389,11456.968,-12700.53,1
1438,0.238,9.266,-12.577,-263.384,11457.162,-12700.794,1
1459,0.207,9.402,-12.408,-263.379,11457.36,-12701.056,1
1480,0.09,9.507,-12.146,-263.377,11457.56,-12701.312,1
1501,-0.323,9.691,-11.871,-263.384,11457.764,-12701.562,1
1522,-0.798,9.59,-11.993,-263.401,11457.966,-12701.812,1
1543,-0.644,9.083,-12.089,-263.414,11458.156,-12702.066,1
1563,-0.07,8.683,-12.252,-263.416,11458.34,-12702.324,1
1584,-0.271,8.268,-12.649,-263.422,11458.514,-12702.59,1
1605,-0.145,8.418,-12.822,-263.425,11458.69,-12702.86,1
1626,0.219,9.545,-12.35,-263.42,11458.892,-12703.12,1
1647,0.469,9.539,-12.393,-263.41,11459.092,-12703.38,1
1668,0.038,9.46,-12.405,-263.409,11459.29,-12703.642,1
1689,-0.025,9.022,-12.566,-263.41,11459.48,-12703.906,1
1709,0.009,9.036,-12.428,-263.41,11459.67,-12704.168,1
1730,0.233,9.822,-12.174,-263.405,11459.876,-12704.424,1
1751,0.198,9.913,-12.234,-263.401,11460.084,-12704.68,1
1772,0.135,9.151,-12.284,-263.398,11460.276,-12704.938,1
1793,-0.058,8.833,-12.203,-263.399,11460.462,-12705.194,1
1813,-0.439,8.981,-12.015,-263.408,11460.65,-12705.448,1
1834,0.233,9.153,-11.779,-263.403,11460.844,-12705.696,1
1855,0.182,8.904,-11.926,-263.4,11461.03,-12705.946,1
1876,-0.192,8.856,-11.977,-263.404,11461.218,-12706.198,1
1897,-0.269,8.993,-11.825,-263.409,11461.406,-12706.448,1
1918,0.273,9.247,-11.554,-263.403,11461.602,-12706.69,1
1939,0.513,9.59,-11.349,-263.393,11461.802,-12706.93,1
1960,0.354,9.73,-11.54,-263.385,11462.006,-12707.172,1
1980,0.277,9.515,-11.646,-263.379,11462.206,-12707.416,1
2001,-0.138,9.378,-11.759,-263.382,11462.404,-12707.664,1
2022,-0.151,8.945,-11.534,-263.386,11462.592,-12707.906,1
2044,-0.069,8.876,-11.353,-263.387,11462.778,-12708.144,1
2064,-0.003,9.049,-11.482,-263.387,11462.97,-12708.386,1
2085,-0.077,9.21,-11.616,-263.389,11463.162,-12708.63,1
2105,-0.024,9.331,-11.677,-263.389,11463.358,-12708.876,1
2126,-0.046,9.71,-11.636,-263.39,11463.562,-12709.12,1
2147,0.282,9.787,-11.661,-263.384,11463.77,-12709.366,1
2168,0.591,9.654,-11.762,-263.372,11463.972,-12709.612,1
2189,0.649,9.517,-11.734,-263.358,11464.172,-12709.86,1
2210,0.283,9.285,-11.772,-263.352,11464.368,-12710.106,1
2231,0.05,9.232,-11.795,-263.351,11464.562,-12710.354,1
2251,0.036,9.281,-11.872,-263.35,11464.758,-12710.604,1
2272,0.501,9.266,-11.802,-263.34,11464.952,-12710.854,1
2293,0.502,9.16,-11.763,-263.329,11465.146,-12711.1,1
2314,0.278,9.037,-11.809,-263.323,11465.336,-12711.348,1
2335,0.084,9.097,-11.889,-263.322,11465.526,-12711.598,1
2356,0.037,9.335,-11.987,-263.321,11465.724,-12711.85,1
2376,0.243,9.437,-11.966,-263.316,11465.922,-12712.102,1
2397,0.47,9.526,-11.861,-263.306,11466.122,-12712.352,1
2418,0.307,9.456,-11.84,-263.299,11466.32,-12712.6,1
2439,0.159,9.439,-11.917,-263.296,11466.52,-12712.852,1
2460,0.213,9.417,-11.968,-263.292,11466.718,-12713.104,1
2481,0.295,9.407,-11.945,-263.285,11466.916,-12713.354,1
2502,0.336,9.348,-11.918,-263.278,11467.112,-12713.604,1
2522,0.27,9.202,-11.887,-263.273,11467.306,-12713.854,1
2543,0.154,9.22,-11.894,-263.269,11467.5,-12714.104,1
2564,0.206,9.194,-11.928,-263.265,11467.692,-12714.356,1
2585,0.251,9.231,-11.854,-263.26,11467.888,-12714.604,1
2606,0.231,9.234,-11.859,-263.255,11468.082,-12714.854,1
2627,0.091,9.243,-11.878,-263.253,11468.276,-12715.104,1
2647,0.117,9.265,-11.925,-263.251,11468.472,-12715.356,0
2668,0.14,9.253,-11.862,-263.248,11468.666,-12715.606,0
2689,0.111,9.225,-11.773,-263.245,11468.86,-12715.854,0
2710,0.194,9.343,-11.828,-263.241,11469.058,-12716.104,0
2731,0.206,9.258,-11.96,-263.237,11469.252,-12716.354,0
2752,0.1,9.269,-12.04,-263.235,11469.446,-12716.608,0
2773,0.223,9.247,-11.993,-263.23,11469.642,-12716.86,0
2794,0.349,9.269,-11.896,-263.223,11469.836,-12717.11,0
2814,0.328,9.308,-11.849,-263.216,11470.032,-12717.36,0
2835,0.231,9.27,-11.868,-263.211,11470.228,-12717.61,0
2856,0.2,9.284,-11.91,-263.207,11470.424,-12717.86,0
2877,0.208,9.313,-11.875,-263.202,11470.62,-12718.11,0
2898,0.245,9.274,-11.851,-263.197,11470.814,-12718.358,0
2919,0.207,9.195,-11.885,-263.193,11471.008,-12718.608,0
2940,0.219,9.282,-11.807,-263.188,11471.204,-12718.856,0
2960,0.257,9.323,-11.78,-263.183,11471.4,-12719.104,0
2981,0.25,9.223,-11.834,-263.178,11471.594,-12719.354,0
