timestamp,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,label
0,-0.921,8.407,-5.309,-436.451,12853.024,-14242.162,0
21,-0.841,8.248,-5.452,-436.468,12853.198,-14242.276,0
42,-0.871,8.377,-5.329,-436.486,12853.374,-14242.39,0
63,-0.9,8.346,-5.376,-436.505,12853.55,-14242.502,0
84,-0.939,8.298,-5.382,-436.525,12853.726,-14242.616,0
104,-0.901,8.446,-5.269,-436.544,12853.902,-14242.726,0
125,-0.891,8.351,-5.345,-436.563,12854.078,-14242.838,0
146,-0.912,8.239,-5.335,-436.582,12854.252,-14242.95,0
167,-0.956,8.369,-5.263,-436.602,12854.428,-14243.062,0
188,-0.975,8.427,-5.339,-436.623,12854.604,-14243.174,0
209,-0.957,8.424,-5.435,-436.643,12854.782,-14243.288,0
230,-0.918,8.335,-5.374,-436.662,12854.956,-14243.4,0
250,-0.874,8.3,-5.331,-436.68,12855.132,-14243.514,0
271,-0.845,8.356,-5.371,-436.698,12855.308,-14243.626,0
292,-0.872,8.297,-5.394,-436.717,12855.482,-14243.74,0
313,-1.01,8.384,-5.344,-436.738,12855.658,-14243.852,0
334,-0.869,8.359,-5.331,-436.756,12855.834,-14243.964,0
355,-0.851,8.308,-5.376,-436.774,12856.01,-14244.078,0
376,-0.928,8.4,-5.302,-436.794,12856.186,-14244.188,0
396,-0.94,8.345,-5.339,-436.813,12856.362,-14244.302,0
417,-0.953,8.308,-5.404,-436.833,12856.536,-14244.416,0
438,-0.922,8.388,-5.294,-436.853,12856.714,-14244.526,0
459,-0.871,8.301,-5.421,-436.871,12856.888,-14244.642,0
480,-0.892,8.231,-5.46,-436.89,12857.062,-14244.756,0
501,-0.879,8.226,-5.365,-436.908,12857.234,-14244.87,0
522,-0.864,8.361,-5.365,-436.926,12857.41,-14244.982,0
542,-0.966,8.395,-5.309,-436.947,12857.586,-14245.094,0
563,-0.876,8.315,-5.397,-436.965,12857.762,-14245.208,0
584,-0.843,8.415,-5.414,-436.983,12857.938,-14245.322,0
605,-0.928,8.403,-5.384,-437.002,12858.114,-14245.436,0
626,-0.876,8.296,-5.404,-437.021,12858.29,-14245.548,0
647,-0.89,8.348,-5.363,-437.04,12858.466,-14245.66,0
667,-0.868,8.365,-5.356,-437.058,12858.642,-14245.772,0
688,-0.888,8.323,-5.338,-437.076,12858.816,-14245.886,0
709,-0.917,8.357,-5.384,-437.096,12858.992,-14245.998,0
730,-0.972,8.339,-5.321,-437.116,12859.168,-14246.11,0
751,-0.915,8.306,-5.39,-437.135,12859.342,-14246.224,0
772,-0.898,8.353,-5.338,-437.154,12859.518,-14246.336,0
792,-0.886,8.308,-5.313,-437.173,12859.692,-14246.448,0
813,-0.891,8.305,-5.335,-437.192,12859.868,-14246.56,0
834,-0.97,8.322,-5.314,-437.212,12860.044,-14246.672,0
855,-0.997,8.345,-5.329,-437.233,12860.22,-14246.784,0
876,-0.896,8.4,-5.345,-437.252,12860.396,-14246.896,0
897,-0.836,8.401,-5.403,-437.27,12860.572,-14247.01,0
918,-0.871,8.314,-5.36,-437.288,12860.748,-14247.122,0
938,-0.908,8.321,-5.283,-437.307,12860.922,-14247.234,0
959,-0.969,8.284,-5.419,-437.327,12861.096,-14247.348,1
980,-1.011,8.412,-5.364,-437.349,12861.272,-14247.46,1
1001,-0.924,8.337,-5.323,-437.368,12861.448,-14247.572,1
1022,-0.889,8.336,-5.298,-437.387,12861.622,-14247.684,1
1043,-0.888,8.366,-5.339,-437.405,12861.798,-14247.796,1
1063,-0.899,8.38,-5.338,-437.424,12861.974,-14247.908,1
1084,-0.899,8.274,-5.341,-437.443,12862.148,-14248.022,1
1105,-1.021,8.21,-5.312,-437.465,12862.32,-14248.134,1
1126,-1.061,8.361,-5.257,-437.487,12862.496,-14248.244,1
1147,-0.88,8.307,-5.467,-437.506,12862.672,-14248.358,1
1168,-0.896,8.211,-5.422,-437.524,12862.844,-14248.474,1
1189,-1.079,8.317,-5.365,-437.547,12863.02,-14248.586,1
1209,-1.174,8.388,-5.244,-437.572,12863.196,-14248.696,1
1230,-1.213,8.443,-5.14,-437.597,12863.374,-14248.806,1
1251,-1.166,8.314,-5.234,-437.622,12863.548,-14248.916,1
1272,-0.975,8.191,-5.237,-437.642,12863.72,-14249.026,1
1293,-0.899,8.157,-5.09,-437.661,12863.892,-14249.134,1
1314,-0.691,8.187,-5.074,-437.676,12864.064,-14249.24,1
1335,-0.616,8.21,-5.161,-437.689,12864.236,-14249.348,1
1355,-0.67,8.179,-5.197,-437.703,12864.408,-14249.458,1
1376,-0.85,8.118,-5.111,-437.721,12864.58,-14249.564,1
1397,-1.029,8.064,-4.89,-437.742,12864.75,-14249.668,1
1418,-0.851,8.129,-5.062,-437.76,12864.92,-14249.774,1
1439,-0.774,8.339,-4.998,-437.777,12865.096,-14249.88,1
1460,-0.616,8.132,-5.015,-437.789,12865.268,-14249.984,1
1480,-0.714,8.086,-4.967,-437.804,12865.438,-14250.09,1
1501,-0.903,8.35,-4.865,-437.823,12865.612,-14250.192,1
1522,-0.842,8.369,-4.952,-437.841,12865.79,-14250.296,1
