timestamp,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,label
0,0.909,9.338,-11.008,-430.946,12741.368,-14153.062,0
21,0.831,9.292,-10.979,-430.928,12741.564,-14153.292,0
42,0.88,9.359,-10.943,-430.909,12741.76,-14153.522,0
63,0.86,9.291,-10.869,-430.891,12741.956,-14153.752,0
84,0.921,9.568,-10.894,-430.872,12742.156,-14153.98,0
105,0.997,9.428,-11.026,-430.851,12742.354,-14154.212,0
126,0.964,9.302,-10.937,-430.831,12742.55,-14154.442,0
146,0.782,9.265,-10.818,-430.814,12742.744,-14154.67,0
167,0.729,9.336,-10.755,-430.799,12742.942,-14154.896,0
188,0.806,9.463,-10.807,-430.782,12743.142,-14155.124,0
209,0.947,9.396,-10.957,-430.762,12743.338,-14155.354,0
230,0.951,9.383,-10.936,-430.742,12743.536,-14155.584,0
251,0.892,9.374,-10.847,-430.723,12743.732,-14155.812,0
272,0.799,9.353,-10.783,-430.706,12743.93,-14156.04,0
292,0.79,9.458,-10.733,-430.69,12744.128,-14156.266,0
313,0.885,9.348,-10.859,-430.671,12744.326,-14156.494,0
334,0.8,9.395,-10.816,-430.654,12744.522,-14156.722,0
356,0.822,9.311,-10.818,-430.637,12744.718,-14156.95,0
376,0.834,9.433,-10.79,-430.619,12744.916,-14157.176,0
397,0.861,9.481,-10.764,-430.601,12745.116,-14157.402,0
418,0.785,9.363,-10.824,-430.585,12745.312,-14157.63,0
438,0.798,9.37,-10.966,-430.568,12745.51,-14157.86,0
459,0.826,9.359,-10.996,-430.551,12745.708,-14158.094,0
480,0.9,9.432,-10.869,-430.532,12745.906,-14158.322,0
501,0.983,9.424,-10.871,-430.511,12746.104,-14158.55,0
522,0.833,9.42,-10.81,-430.494,12746.302,-14158.778,0
543,0.761,9.454,-10.754,-430.478,12746.502,-14159.004,0
564,0.761,9.341,-10.792,-430.462,12746.698,-14159.23,0
584,0.766,9.261,-10.791,-430.445,12746.892,-14159.458,0
605,0.822,9.33,-10.748,-430.428,12747.088,-14159.684,0
626,0.873,9.405,-10.765,-430.41,12747.286,-14159.91,0
647,0.812,9.403,-10.699,-430.393,12747.482,-14160.134,0
668,0.761,9.39,-10.769,-430.377,12747.68,-14160.36,0
689,0.846,9.394,-10.93,-430.359,12747.878,-14160.59,0
709,0.806,9.48,-10.895,-430.342,12748.076,-14160.82,0
730,0.831,9.616,-10.785,-430.325,12748.278,-14161.048,0
751,0.759,9.314,-10.843,-430.309,12748.476,-14161.274,0
772,0.775,9.411,-10.814,-430.292,12748.674,-14161.502,0
793,0.71,9.472,-10.799,-430.277,12748.872,-14161.73,0
