timestamp,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,label
0,2.47,8.681,-13.06,-271.454,9851.69,-10700.052,0
21,2.437,8.649,-13.107,-271.402,9851.872,-10700.328,0
41,2.476,8.609,-13.057,-271.35,9852.052,-10700.602,0
62,2.457,8.591,-13.002,-271.299,9852.232,-10700.876,0
83,2.305,8.668,-12.991,-271.25,9852.416,-10701.148,0
104,2.284,8.69,-13.023,-271.202,9852.598,-10701.422,0
125,2.341,8.663,-13.039,-271.153,9852.78,-10701.696,0
146,2.405,8.584,-13.069,-271.102,9852.962,-10701.972,0
167,2.404,8.615,-13.054,-271.052,9853.142,-10702.246,0
187,2.412,8.657,-13.015,-271.001,9853.324,-10702.52,0
208,2.367,8.676,-12.996,-270.951,9853.506,-10702.794,0
229,2.326,8.684,-13.022,-270.902,9853.688,-10703.066,0
250,2.388,8.606,-13.078,-270.852,9853.87,-10703.342,0
271,2.403,8.646,-13.051,-270.802,9854.052,-10703.616,0
292,2.459,8.616,-13.061,-270.75,9854.232,-10703.892,0
312,2.362,8.687,-13.04,-270.7,9854.416,-10704.166,0
333,2.339,8.69,-13.053,-270.651,9854.598,-10704.44,0
354,2.41,8.617,-13.052,-270.6,9854.78,-10704.716,0
375,2.393,8.634,-13.082,-270.55,9854.962,-10704.99,0
396,2.308,8.648,-13.059,-270.501,9855.144,-10705.266,0
417,2.397,8.681,-13.016,-270.451,9855.326,-10705.538,0
438,2.474,8.674,-13.016,-270.399,9855.51,-10705.812,0
459,2.321,8.619,-13.112,-270.35,9855.69,-10706.088,0
479,2.454,8.654,-13.073,-270.298,9855.872,-10706.362,0
500,2.453,8.667,-13.059,-270.247,9856.056,-10706.638,0
521,2.403,8.634,-13.028,-270.196,9856.236,-10706.912,0
542,2.263,8.655,-13.054,-270.149,9856.418,-10707.186,0
563,2.305,8.589,-13.026,-270.1,9856.6,-10707.46,0
584,2.411,8.695,-12.967,-270.049,9856.782,-10707.732,0
605,2.379,8.652,-12.954,-269.999,9856.964,-10708.006,0
625,2.362,8.682,-13.034,-269.95,9857.146,-10708.28,0
646,2.375,8.629,-13.017,-269.9,9857.328,-10708.554,0
667,2.358,8.598,-13.069,-269.85,9857.51,-10708.828,0
688,2.326,8.623,-13.144,-269.801,9857.69,-10709.104,0
