timestamp,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,label
0,-2.087,9.13,-8.205,-277.22,9971.326,-10831.468,0
21,-2.079,9.112,-8.239,-277.264,9971.518,-10831.642,0
41,-2.084,9.079,-8.176,-277.308,9971.708,-10831.812,0
62,-2.042,9.066,-8.157,-277.351,9971.898,-10831.984,0
83,-2.035,9.107,-8.106,-277.394,9972.09,-10832.156,0
104,-2.127,9.156,-8.134,-277.439,9972.282,-10832.326,0
125,-2.104,9.212,-8.14,-277.483,9972.476,-10832.498,0
146,-1.972,9.086,-8.259,-277.524,9972.668,-10832.672,0
167,-1.991,8.976,-8.288,-277.566,9972.856,-10832.846,0
187,-2.033,9.149,-7.971,-277.609,9973.048,-10833.014,0
208,-2.112,9.168,-8.149,-277.653,9973.24,-10833.184,0
229,-2.019,9.153,-8.188,-277.696,9973.434,-10833.356,0
250,-1.983,9.001,-8.197,-277.737,9973.622,-10833.528,0
271,-2.062,9.055,-8.105,-277.781,9973.812,-10833.698,0
292,-2.104,9.121,-8.031,-277.825,9974.006,-10833.868,0
312,-2.041,9.225,-8.069,-277.868,9974.2,-10834.038,0
333,-2.039,9.231,-8.192,-277.911,9974.394,-10834.21,0
354,-2.056,9.147,-8.293,-277.954,9974.586,-10834.384,0
375,-2.108,9.026,-8.217,-277.998,9974.776,-10834.558,0
396,-2.084,9.048,-8.131,-278.042,9974.966,-10834.728,0
417,-2.036,9.139,-8.119,-278.085,9975.158,-10834.898,0
437,-2.038,9.077,-8.215,-278.128,9975.35,-10835.072,0
458,-2.078,9.15,-8.115,-278.172,9975.542,-10835.242,0
479,-2.09,9.107,-8.161,-278.216,9975.732,-10835.414,0
500,-2.06,9.047,-8.157,-278.259,9975.924,-10835.586,0
521,-2.008,9.07,-8.169,-278.301,9976.114,-10835.758,0
542,-2.036,9.129,-8.093,-278.344,9976.306,-10835.928,0
563,-2.07,9.155,-8.089,-278.387,9976.498,-10836.098,0
583,-2.042,9.128,-8.16,-278.43,9976.69,-10836.27,0
604,-1.995,9.05,-8.194,-278.472,9976.882,-10836.442,0
625,-2.049,9.161,-8.105,-278.515,9977.074,-10836.612,0
646,-2.069,9.189,-8.15,-278.559,9977.268,-10836.784,0
667,-2.051,9.213,-8.137,-278.602,9977.46,-10836.954,0
688,-1.969,9.053,-8.185,-278.644,9977.65,-10837.126,0
709,-2.026,9.053,-8.131,-278.686,9977.842,-10837.298,0
729,-2.074,9.1,-8.15,-278.73,9978.032,-10837.468,0
750,-2.069,9.126,-8.171,-278.773,9978.224,-10837.64,0
771,-2.075,9.137,-8.162,-278.817,9978.416,-10837.812,0
