timestamp,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,label
0,-1.276,9.149,-8.696,24.092,174.81,-213.534,0
21,-1.394,9.271,-8.673,24.062,175.005,-213.716,0
42,-1.356,9.299,-8.639,24.034,175.2,-213.898,0
63,-1.217,9.18,-8.528,24.008,175.393,-214.077,0
84,-1.25,9.132,-8.651,23.982,175.585,-214.259,0
104,-1.115,9.261,-8.626,23.959,175.779,-214.44,0
125,-1.138,9.183,-8.69,23.935,175.972,-214.622,0
146,-1.233,9.294,-8.605,23.909,176.167,-214.803,0
167,-1.252,9.27,-8.599,23.883,176.362,-214.983,0
188,-1.276,9.212,-8.606,23.856,176.555,-215.164,0
209,-1.37,9.269,-8.592,23.827,176.75,-215.345,0
230,-1.184,9.268,-8.595,23.802,176.945,-215.525,0
250,-1.149,9.248,-8.637,23.778,177.139,-215.706,0
271,-1.254,9.272,-8.614,23.752,177.334,-215.887,0
292,-1.284,9.124,-8.655,23.725,177.525,-216.069,0
313,-1.298,9.244,-8.578,23.698,177.719,-216.249,0
333,-1.227,9.358,-8.634,23.672,177.916,-216.431,0
354,-1.158,9.336,-8.67,23.647,178.112,-216.613,0
375,-1.244,9.349,-8.609,23.621,178.308,-216.793,0
396,-1.297,9.195,-8.645,23.594,178.501,-216.975,0
417,-1.269,9.188,-8.607,23.567,178.695,-217.156,0
438,-1.176,9.23,-8.645,23.543,178.888,-217.337,0
458,-1.154,9.331,-8.597,23.518,179.084,-217.518,0
479,-1.238,9.248,-8.684,23.492,179.278,-217.7,0
500,-1.35,9.107,-8.673,23.464,179.47,-217.882,0
521,-1.193,9.23,-8.602,23.439,179.663,-218.063,0
542,-1.128,9.379,-8.591,23.415,179.861,-218.244,0
563,-1.255,9.294,-8.703,23.389,180.056,-218.426,0
583,-1.286,9.271,-8.595,23.362,180.25,-218.607,0
604,-1.34,9.132,-8.625,23.334,180.442,-218.788,0
625,-1.282,9.203,-8.578,23.307,180.636,-218.968,0
646,-1.209,9.19,-8.634,23.281,180.829,-219.15,0
667,-1.127,9.256,-8.681,23.258,181.023,-219.332,0
687,-1.234,9.232,-8.664,23.232,181.217,-219.514,0
708,-1.317,9.153,-8.676,23.204,181.41,-219.697,0
729,-1.196,9.37,-8.624,23.179,181.607,-219.878,0
750,-1.152,9.384,-8.676,23.155,181.804,-220.06,0
771,-1.185,9.395,-8.71,23.13,182.001,-220.243,0
792,-1.261,9.306,-8.746,23.103,182.197,-220.427,0
812,-1.271,9.193,-8.733,23.077,182.39,-220.61,0
833,-1.167,9.196,-8.687,23.052,182.583,-220.793,0
854,-1.237,9.25,-8.658,23.026,182.778,-220.975,0
875,-1.235,9.264,-8.677,23.0,182.972,-221.158,0
896,-1.218,9.195,-8.702,22.975,183.166,-221.34,0
917,-1.158,9.241,-8.76,22.95,183.36,-221.524,0
937,-1.232,9.288,-8.669,22.924,183.555,-221.706,1
958,-1.187,9.269,-8.682,22.899,183.75,-221.89,1
979,-1.138,9.224,-8.726,22.876,183.944,-222.073,1
1000,-1.208,9.319,-8.641,22.85,184.14,-222.254,1
1021,-1.198,9.282,-8.687,22.825,184.335,-222.437,1
1042,-1.247,9.33,-8.667,22.799,184.531,-222.619,1
1062,-1.209,9.342,-8.654,22.773,184.727,-222.801,1
1084,-1.203,9.196,-8.746,22.748,184.921,-222.985,1
1104,-1.201,9.224,-8.713,22.723,185.115,-223.168,1
1125,-1.221,9.277,-8.685,22.697,185.31,-223.351,1
1146,-1.176,9.261,-8.719,22.672,185.504,-223.534,1
1167,-1.168,9.247,-8.723,22.648,185.698,-223.717,1
1188,-1.081,9.235,-8.754,22.625,185.893,-223.901,1
1208,-1.108,9.218,-8.77,22.602,186.086,-224.085,1
1229,-1.287,9.269,-8.72,22.575,186.281,-224.269,1
1250,-1.195,9.253,-8.693,22.55,186.476,-224.451,1
1271,-1.145,9.245,-8.779,22.526,186.67,-224.636,1
1292,-1.13,9.272,-8.956,22.502,186.865,-224.824,1
1312,-1.108,9.349,-9.073,22.479,187.061,-225.014,1
1333,-1.156,9.41,-8.92,22.454,187.259,-225.202,1
1354,-1.247,9.339,-8.981,22.428,187.455,-225.391,1
1375,-1.117,9.435,-8.943,22.405,187.654,-225.579,1
1396,-0.658,9.068,-8.223,22.391,187.844,-225.752,1
1417,-1.06,8.847,-8.329,22.368,188.03,-225.927,1
1437,-1.401,8.874,-8.763,22.339,188.216,-226.111,1
1458,-1.206,9.282,-8.524,22.314,188.412,-226.29,1
1479,-1.281,9.206,-8.364,22.287,188.605,-226.466,1
1500,-1.357,8.909,-8.617,22.258,188.792,-226.647,1
1521,-1.26,9.359,-8.395,22.232,188.989,-226.823,1
1542,-1.12,9.666,-8.35,22.208,189.192,-226.999,1
1563,-1.051,9.455,-8.225,22.186,189.391,-227.171,1
1583,-1.043,9.256,-8.081,22.164,189.586,-227.342,1
1604,-1.287,9.237,-8.647,22.137,189.78,-227.523,1
1625,-1.471,9.457,-8.844,22.106,189.978,-227.709,1
1646,-1.244,9.477,-8.822,22.08,190.178,-227.895,1
1667,-0.907,9.369,-8.565,22.061,190.374,-228.074,1
1687,-0.938,9.132,-8.525,22.041,190.566,-228.254,1
1708,-1.099,9.074,-8.527,22.018,190.757,-228.433,1
1729,-1.101,9.241,-8.313,21.995,190.951,-228.608,1
1750,-1.193,9.237,-8.404,21.97,191.146,-228.784,1
1771,-1.357,9.272,-8.588,21.942,191.34,-228.965,1
1792,-1.208,9.197,-8.565,21.916,191.533,-229.145,1
1813,-1.062,9.081,-8.865,21.894,191.724,-229.331,1
1833,-1.2,9.333,-8.687,21.869,191.921,-229.514,1
1854,-1.212,9.309,-8.675,21.843,192.116,-229.696,1
1875,-1.2,9.39,-8.674,21.818,192.314,-229.878,1
1896,-1.078,9.399,-8.645,21.795,192.511,-230.06,1
1917,-1.016,9.334,-8.716,21.774,192.707,-230.243,1
1937,-1.148,9.322,-8.753,21.75,192.903,-230.427,1
1958,-1.158,9.23,-8.757,21.725,193.098,-230.611,1
1979,-1.075,9.264,-8.744,21.703,193.292,-230.795,1
2000,-0.995,9.304,-8.792,21.682,193.488,-230.98,1
2021,-0.919,9.343,-8.843,21.663,193.684,-231.166,1
2042,-0.97,9.259,-8.966,21.642,193.879,-231.354,1
2062,-1.001,9.138,-8.933,21.621,194.07,-231.542,1
2083,-1.029,9.174,-8.847,21.6,194.264,-231.728,1
2104,-0.972,9.323,-8.852,21.579,194.459,-231.914,1
2125,-0.923,9.375,-8.877,21.56,194.656,-232.1,1
2146,-0.918,9.41,-8.934,21.54,194.854,-232.288,1
2167,-0.895,9.393,-8.928,21.522,195.051,-232.475,1
2187,-0.95,9.347,-8.938,21.502,195.247,-232.663,1
2208,-0.968,9.399,-8.916,21.481,195.445,-232.85,1
2229,-0.955,9.395,-8.883,21.461,195.642,-233.037,1
2250,-0.923,9.329,-8.856,21.442,195.838,-233.223,1
2271,-0.904,9.354,-8.88,21.423,196.035,-233.409,1
2291,-1.03,9.232,-9.045,21.401,196.228,-233.599,1
2312,-0.956,9.314,-9.074,21.381,196.424,-233.79,1
2333,-0.94,9.397,-9.042,21.362,196.622,-233.98,1
2354,-0.946,9.315,-9.241,21.342,196.817,-234.174,1
2375,-0.898,9.447,-9.148,21.323,197.016,-234.366,1
2396,-0.952,9.483,-8.76,21.303,197.215,-234.55,1
2416,-0.957,9.249,-8.654,21.283,197.409,-234.732,1
2437,-1.012,9.233,-8.798,21.261,197.604,-234.917,1
2458,-0.967,9.302,-8.807,21.241,197.799,-235.102,1
2479,-0.94,9.199,-8.85,21.221,197.992,-235.288,1
2500,-0.948,9.245,-8.762,21.201,198.186,-235.472,0
2521,-0.917,9.36,-8.681,21.182,198.383,-235.655,0
2541,-0.919,9.309,-8.73,21.163,198.579,-235.838,0
2562,-0.937,9.352,-8.672,21.143,198.776,-236.021,0
2583,-0.98,9.263,-8.983,21.123,198.97,-236.209,0
2604,-0.804,9.31,-9.166,21.106,199.166,-236.402,0
2625,-0.87,9.247,-9.127,21.087,199.36,-236.593,0
2645,-0.909,9.423,-8.883,21.068,199.558,-236.78,0
2666,-0.85,9.418,-8.816,21.05,199.756,-236.965,0
2687,-0.855,9.397,-8.791,21.032,199.953,-237.15,0
2708,-0.882,9.296,-8.766,21.014,200.148,-237.334,0
2729,-0.88,9.258,-8.765,20.995,200.342,-237.518,0
2750,-0.885,9.242,-8.91,20.977,200.537,-237.705,0
2770,-0.837,9.336,-9.062,20.959,200.733,-237.896,0
2791,-0.854,9.477,-9.047,20.941,200.932,-238.086,0
2812,-0.896,9.469,-8.857,20.923,201.131,-238.272,0
2833,-0.884,9.294,-8.765,20.904,201.326,-238.456,0
2854,-0.788,9.131,-8.727,20.887,201.518,-238.639,0
2875,-0.67,9.218,-8.743,20.873,201.712,-238.823,0
2897,-0.769,9.314,-8.73,20.857,201.907,-239.006,0
2916,-0.902,9.136,-8.855,20.838,202.1,-239.193,0
2937,-0.873,9.233,-8.971,20.82,202.294,-239.381,0
2958,-0.821,9.378,-8.92,20.803,202.491,-239.568,0
2979,-0.821,9.458,-8.895,20.785,202.689,-239.755,0
3000,-0.789,9.448,-8.937,20.769,202.887,-239.943,0
3020,-0.821,9.482,-8.882,20.752,203.087,-240.129,0
3041,-0.828,9.341,-8.877,20.734,203.283,-240.316,0
3063,-0.786,9.262,-8.881,20.718,203.477,-240.502,0
3083,-0.751,9.351,-8.888,20.702,203.674,-240.689,0
3104,-0.767,9.275,-8.99,20.686,203.869,-240.878,0
3124,-0.861,9.244,-8.862,20.668,204.063,-241.064,0
3145,-0.87,9.262,-9.01,20.649,204.257,-241.253,0
3166,-0.766,9.389,-8.894,20.633,204.455,-241.44,0
3187,-0.677,9.404,-8.936,20.619,204.652,-241.628,0
3208,-0.744,9.434,-8.87,20.603,204.85,-241.814,0
3229,-0.842,9.389,-8.853,20.586,205.047,-242.0,0
