timestamp,acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,label
0,1.223,9.001,-12.7,-455.388,8273.399,-8648.738,0
21,1.187,8.937,-12.714,-455.363,8273.586,-8649.006,0
45,1.226,9.001,-12.68,-455.338,8273.776,-8649.272,0
63,1.263,8.992,-12.689,-455.311,8273.965,-8649.54,0
83,1.306,9.013,-12.716,-455.284,8274.155,-8649.806,0
104,1.205,8.99,-12.66,-455.258,8274.344,-8650.072,0
125,1.247,8.952,-12.666,-455.232,8274.531,-8650.338,0
146,1.183,9.015,-12.654,-455.207,8274.721,-8650.604,0
167,1.256,8.993,-12.731,-455.181,8274.91,-8650.872,0
188,1.24,8.988,-12.727,-455.155,8275.1,-8651.14,0
209,1.28,8.967,-12.718,-455.128,8275.288,-8651.406,0
229,1.288,8.981,-12.668,-455.101,8275.477,-8651.674,0
250,1.213,8.957,-12.667,-455.075,8275.665,-8651.94,0
271,1.199,9.012,-12.665,-455.05,8275.855,-8652.206,0
292,1.177,9.006,-12.67,-455.025,8276.044,-8652.474,0
313,1.279,9.049,-12.692,-454.998,8276.235,-8652.74,0
333,1.324,9.03,-12.678,-454.971,8276.424,-8653.006,0
354,1.28,8.991,-12.708,-454.944,8276.614,-8653.274,0
375,1.175,8.928,-12.776,-454.919,8276.801,-8653.542,0
396,1.247,8.987,-12.773,-454.893,8276.99,-8653.812,0
417,1.308,8.987,-12.76,-454.865,8277.178,-8654.08,0
438,1.311,9.034,-12.681,-454.838,8277.368,-8654.346,0
459,1.264,8.941,-12.665,-454.811,8277.556,-8654.612,0
479,1.227,8.902,-12.682,-454.785,8277.743,-8654.88,0
500,1.222,8.98,-12.64,-454.76,8277.932,-8655.146,0
521,1.184,8.955,-12.649,-454.735,8278.12,-8655.41,0
542,1.163,8.984,-12.711,-454.71,8278.309,-8655.678,0
563,1.262,8.945,-12.741,-454.684,8278.497,-8655.946,0
584,1.345,8.963,-12.714,-454.655,8278.686,-8656.214,0
605,1.355,9.036,-12.658,-454.627,8278.876,-8656.48,0
625,1.306,8.963,-12.739,-454.599,8279.065,-8656.748,0
646,1.251,8.975,-12.749,-454.573,8279.253,-8657.016,0
667,1.215,9.067,-12.74,-454.548,8279.445,-8657.284,0
688,1.199,9.033,-12.748,-454.522,8279.634,-8657.552,0
709,1.244,8.993,-12.734,-454.496,8279.823,-8657.82,0
730,1.294,8.997,-12.722,-454.469,8280.012,-8658.088,0
750,1.31,9.037,-12.657,-454.441,8280.202,-8658.354,0
771,1.228,8.964,-12.674,-454.416,8280.391,-8658.62,0
792,1.226,8.917,-12.68,-454.39,8280.578,-8658.888,0
813,1.294,8.958,-12.681,-454.363,8280.767,-8659.154,0
834,1.265,9.009,-12.657,-454.336,8280.956,-8659.42,0
855,1.27,8.973,-12.674,-454.309,8281.145,-8659.688,0
875,1.222,8.994,-12.637,-454.284,8281.334,-8659.952,0
896,1.19,8.96,-12.666,-454.259,8281.523,-8660.22,0
917,1.205,8.97,-12.708,-454.233,8281.711,-8660.486,0
938,1.349,9.015,-12.693,-454.205,8281.902,-8660.754,0
959,1.295,9.027,-12.669,-454.178,8282.091,-8661.02,0
980,1.241,8.969,-12.687,-454.152,8282.28,-8661.286,0
1001,1.279,8.999,-12.678,-454.125,8282.469,-8661.554,0
1021,1.279,8.966,-12.7,-454.098,8282.657,-8661.82,0
1042,1.276,8.99,-12.707,-454.071,8282.847,-8662.088,0
1063,1.255,9.049,-12.685,-454.045,8283.037,-8662.354,0
1084,1.288,8.96,-12.697,-454.017,8283.226,-8662.62,0
1105,1.282,8.98,-12.679,-453.991,8283.414,-8662.888,0
1126,1.293,8.976,-12.691,-453.963,8283.603,-8663.154,0
1146,1.275,8.969,-12.731,-453.937,8283.791,-8663.422,0
1167,1.317,9.0,-12.68,-453.909,8283.981,-8663.688,0
1188,1.236,8.922,-12.668,-453.883,8284.168,-8663.954,0
1209,1.295,9.0,-12.678,-453.856,8284.358,-8664.222,0
1230,1.306,8.907,-12.782,-453.828,8284.545,-8664.49,0
1251,1.349,8.988,-12.809,-453.8,8284.734,-8664.758,0
1272,1.396,9.031,-12.761,-453.77,8284.923,-8665.026,0
1292,1.36,8.978,-12.724,-453.742,8285.112,-8665.294,0
1313,1.26,8.992,-12.66,-453.715,8285.3,-8665.56,0
1334,1.253,8.979,-12.666,-453.689,8285.489,-8665.826,0
1355,1.279,9.013,-12.715,-453.662,8285.678,-8666.094,0
1376,1.33,8.991,-12.74,-453.634,8285.867,-8666.362,0
1397,1.348,8.964,-12.722,-453.606,8286.056,-8666.63,0
1417,1.295,9.06,-12.678,-453.579,8286.246,-8666.896,0
1438,1.308,8.964,-12.693,-453.551,8286.435,-8667.162,1
1459,1.287,8.996,-12.679,-453.524,8286.624,-8667.43,1
1480,1.286,9.006,-12.643,-453.497,8286.814,-8667.694,1
1501,1.276,8.987,-12.679,-453.47,8287.002,-8667.962,1
1522,1.303,8.921,-12.703,-453.443,8287.19,-8668.23,1
1543,1.288,8.954,-12.676,-453.416,8287.378,-8668.496,1
1564,1.219,8.949,-12.662,-453.39,8287.567,-8668.762,1
1584,1.331,8.957,-12.657,-453.362,8287.755,-8669.028,1
1605,1.453,9.004,-12.67,-453.332,8287.945,-8669.296,1
1626,1.472,9.094,-12.595,-453.301,8288.136,-8669.56,1
1647,1.532,9.073,-12.499,-453.268,8288.326,-8669.822,1
1668,1.403,9.049,-12.507,-453.239,8288.517,-8670.086,1
1688,1.305,8.934,-12.602,-453.212,8288.704,-8670.35,1
1709,1.282,8.986,-12.614,-453.185,8288.893,-8670.616,1
1730,1.331,8.774,-12.739,-453.157,8289.077,-8670.884,1
1751,1.246,8.894,-12.783,-453.13,8289.264,-8671.152,1
1772,1.235,9.178,-12.559,-453.104,8289.457,-8671.416,1
1793,1.347,10.058,-11.923,-453.076,8289.669,-8671.666,1
1813,1.171,10.45,-10.75,-453.051,8289.889,-8671.892,1
1834,0.268,8.894,-12.766,-453.046,8290.075,-8672.16,1
1855,1.375,7.995,-12.852,-453.017,8290.243,-8672.432,1
1876,2.482,7.453,-12.79,-452.965,8290.401,-8672.7,1
1897,1.973,7.571,-12.788,-452.923,8290.56,-8672.97,1
1918,1.421,8.319,-12.663,-452.893,8290.735,-8673.234,1
1938,1.211,8.851,-12.813,-452.868,8290.92,-8673.504,1
1959,1.739,9.316,-12.862,-452.831,8291.116,-8673.774,1
1980,2.38,9.481,-12.772,-452.781,8291.316,-8674.042,1
2001,2.086,10.075,-12.502,-452.737,8291.528,-8674.306,1
2022,1.661,10.476,-12.475,-452.702,8291.748,-8674.568,1
2043,1.509,10.094,-13.034,-452.671,8291.96,-8674.842,1
2064,2.224,8.926,-12.681,-452.624,8292.148,-8675.108,1
2084,2.109,8.73,-12.291,-452.58,8292.331,-8675.368,1
2105,1.704,8.435,-12.112,-452.544,8292.509,-8675.622,1
2126,1.268,8.361,-12.058,-452.517,8292.685,-8675.876,1
2147,1.498,8.456,-11.181,-452.486,8292.863,-8676.11,1
2168,0.732,8.166,-11.484,-452.47,8293.034,-8676.352,1
2189,0.046,7.431,-12.118,-452.469,8293.191,-8676.606,1
2209,0.355,8.826,-12.799,-452.462,8293.376,-8676.876,1
2230,1.489,9.724,-12.886,-452.43,8293.58,-8677.146,1
2251,2.363,9.361,-13.501,-452.381,8293.777,-8677.43,1
2272,2.349,9.388,-13.407,-452.332,8293.974,-8677.712,1
